EXAME|UNIDADE|VALOR_REF
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos B - Linfócitos B|/mm3|600 a 3100
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|100 a 1400
HEMOGRAMA, sangue total - Hemoglobina - Hemoglobina|g/dL|11,0 a 14,5
HEMOGRAMA, sangue total - Hematócrito - Hematócrito|%|33,0 a 43,0
HEMOGRAMA, sangue total - Hemoglobina Corpuscular Média - Hemoglobina Corpuscular Média|pg|24,0 a 32,0
DESIDROGENASE LACTICA (DHL), soro - DHL - DHL|U/L|inferior a 615
ANTICORPOS ANTI-GAD, soro - Observação - Observação||
ANTICORPOS ANTI-ICA512, soro - Anti-ICA512, Anticorpos - Anti-ICA512, Anticorpos|nmol/L|inferior ou igual a 0,02
IgG, IMUNOGLOBULINA, soro - IgG, Imunoglobulina - IgG, Imunoglobulina|mg/dL|560 a 1307
IgA, IMUNOGLOBULINA, soro - IgA, Imunoglobulina - IgA, Imunoglobulina|mg/dL|26 a 232
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|400 a 1080
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|85 a 410
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|15 a 85
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|Menor ou igual a 189
CROMOGRANINA A, soro - Cromogranina A - Cromogranina A|ng/mL|inferior a 93
ACIDO 5 HIDROXI-INDOLACETICO, urina de 24 horas - 5 Hidroxi-indolacetico - 5 Hidroxi-indolacetico|mg/24h|2,0 a 7,0
MAGNESIO, soro - Magnésio - Magnésio|mg/dL|1,7 a 2,1
PESQUISA DE ROTAVÍRUS, fezes - Rotavírus, fezes - Rotavírus, fezes||Negativa
PROFILAGRINA, AUTO-ANTICORPOS, soro - Profilagrina, Auto-Anticorpos - Profilagrina, Auto-Anticorpos||
ALDOLASE, soro - Aldolase - Aldolase|U/L|3,0 a 12,0
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|nmol/L|12 a 152
IgM, IMUNOGLOBULINA, soro - IgM, Imunoglobulina - IgM, Imunoglobulina|mg/dL|47 a 200
HEMOGRAMA, sangue total - Hemoglobina - Hemoglobina|g/dL|10,0 a 14,0
HEMOGRAMA, sangue total - VCM - VCM|fL|77,0 a 110,0
HEMOGRAMA, sangue total - Leucócitos - Leucócitos|/mm3|5.000 a 15.000
HEMOGRAMA, sangue total - Neutrófilos - Neutrófilos|/mm3|1.000 a 8.500
HEMOGRAMA, sangue total - Eosinófilos - Eosinófilos|/mm3|20 a 850
HEMOGRAMA, sangue total - Basófilos - Basófilos|/mm3|0 a 600
HEMOGRAMA, sangue total - Linfócitos - Linfócitos|/mm3|4.000 a 13.500
HEMOGRAMA, sangue total - Plaquetas - Plaquetas|/mm3|150.000 a 350.000
HEMOGRAMA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|3,10 a 4,50
HEMOGRAMA, sangue total - Hematócrito - Hematócrito|%|28,0 a 42,0
HEMOGRAMA, sangue total - Concentração de Hemoglobina Corpuscular - Concentração de Hemoglobina Corpuscular|g/dL|29,0 a 37,0
IgA, IMUNOGLOBULINA, soro - IgA, Imunoglobulina - IgA, Imunoglobulina|mg/dL|7 a 64
IgG, IMUNOGLOBULINA, soro - IgG, Imunoglobulina - IgG, Imunoglobulina|mg/dL|141 a 930
IgM, IMUNOGLOBULINA, soro - IgM, Imunoglobulina - IgM, Imunoglobulina|mg/dL|14 a 142
CENTROMEROS, ANTICORPO IgG, soro - Centromeros - IgG - Centromeros - IgG||Não reagente
ANTICORPOS ANTI-FRANCISELLA TULARENSIS (TULAREMIA), soro - Anti-Francisella Tularensis - Anti-Francisella Tularensis|mg/dL|
BARTONELA, ANTICORPOS, soro (ARRANHADURA DE GATO) - B. henselae IgG - B. henselae IgG||inferior a 1/128
BARTONELA, ANTICORPOS, soro (ARRANHADURA DE GATO) - B. henselae IgM - B. henselae IgM||inferior a 1/20
BARTONELA, ANTICORPOS, soro (ARRANHADURA DE GATO) - B. quintana IgG - B. quintana IgG||inferior a 1/128
BARTONELA, ANTICORPOS, soro (ARRANHADURA DE GATO) - B. quintana IgM - B. quintana IgM||inferior a 1/20
AVALIACAO DA GORDURA FECAL POR MICROMETODO (ESTEATOCRITO) - Esteatócrito, gordura fecal - Esteatócrito, gordura fecal|%|Até 2
X-FRÁGIL, ANÁLISE MOLECULAR - X-Frágil - Análise molecular - X-Frágil - Análise molecular||
X-FRÁGIL, ANÁLISE MOLECULAR - Número de repetições - Número de repetições||
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2096 a 5629
SULFATO DE DEHIDROEPIANDROSTERONA (DHEA-S), soro - DHEA-S - DHEA-S|microg/dL|3 a 85
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|21 a 206
IgA, IMUNOGLOBULINA, soro - IgA, Imunoglobulina - IgA, Imunoglobulina|mg/dL|33 a 258
HEMOGRAMA, sangue total - VCM - VCM|fL| 81,0 a 92,0
HEMOGRAMA, sangue total - Leucócitos - Leucócitos|/mm3| 3.600 a 9.100
HEMOGRAMA, sangue total - Eosinófilos - Eosinófilos|/mm3| 0 a 500
HEMOGRAMA, sangue total - Linfócitos - Linfócitos|/mm3| 1.200 a 5.200
HEMOGRAMA, sangue total - Monócitos - Monócitos|/mm3| 0 a 800
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Número de plaquetas no PRP (após diluição) - Número de plaquetas no PRP (após diluição)|/mm3|
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaquetária - Máxima - ADP 10,0 microM - Agreg Plaquetária - Máxima - ADP 10,0 microM|%|73 a 94
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaquetária - Máxima - ADP 2,5 microM - Agreg Plaquetária - Máxima - ADP 2,5 microM|%|50 a 95
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máxima - Colágeno 5,0 microg/mL - Agreg Plaq - Máxima - Colágeno 5,0 microg/mL|%|81 a 96
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máxima - Colágeno 1,0 microg/mL - Agreg Plaq - Máxima - Colágeno 1,0 microg/mL|%|73 a 95
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Lag time- Colágeno 5,0 microg/mL - Agreg Plaq - Lag time- Colágeno 5,0 microg/mL|segundo|
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Lag time- Colágeno 1,0 microg/mL - Agreg Plaq - Lag time- Colágeno 1,0 microg/mL|segundo|
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máxima - Ristocetina 1,2 mg/mL - Agreg Plaq - Máxima - Ristocetina 1,2 mg/mL|%|77 a 96
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máxima - Ristocetina 0,5 mg/mL - Agreg Plaq - Máxima - Ristocetina 0,5 mg/mL|%|até 16
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máxima - Adrenalina 2,0 microM - Agreg Plaq - Máxima - Adrenalina 2,0 microM|%|76 a 97
TESTE DE AGREGAÇÃO PLAQUETÁRIA - Agreg Plaq - Máx -Ác Aracdônico 500 microg/mL - Agreg Plaq - Máx -Ác Aracdônico 500 microg/mL|%|80 a 98
IGE ESPECIFICO, F221 - CAFÉ, soro - Rast - F221 - Café - Rast - F221 - Café|kU/L|inferior a 0,35
IGE ESPECIFICO, F280 - PIMENTA DO REINO, soro - Rast - F280 - Pimenta do reino - Rast - F280 - Pimenta do reino|kU/L|inferior a 0,35
IGE ESPECIFICO, FX15 - ALIMENTOS, soro - Rast - FX15 - Alimentos - Rast - FX15 - Alimentos|kU/L|inferior a 0,35
IGE ESPECIFICO, RF287 - FEIJAO, soro - Rast - RF287 - Feijão - Rast - RF287 - Feijão|kU/L|inferior a 0,35
PRO-INSULINA, soro - Pro-insulina - Pro-insulina|pmol/L|Menor ou igual a 18,8
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2753 a 6361
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2270 a 5908
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1950 a 5490
CARBAMAZEPINA, soro - Carbamazepina - Carbamazepina|microgramas/mL|4 a 12
AMONIA, plasma - Amônia - Amônia|micromol/L|11 a 51
IGE ESPECIFICO, M5 - CANDIDA ALBICANS, soro - Rast - M5 - Candida albicans - Rast - M5 - Candida albicans|kU/L|inferior a 0,35
SÓDIO, amostra isolada de urina - Sódio, urina isolada - Sódio, urina isolada|mEq/L|18 a 214
SÓDIO, amostra isolada de urina - Relação Sódio/Creatinina - Relação Sódio/Creatinina||23 a 229
ANTICORPO ANTI-RECEPTOR DE TSH (TRAB), soro - Observação - Observação||
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|26 a 449
UREIA, dosagem pós-diálise, soro - Uréia pós-diálise - Uréia pós-diálise|mg/dL|10 a 50
PARACOCCIDIOIDOMICOSE, ANTICORPOS, SORO - Paracoccidiodes Brasiloensis, antibody - Paracoccidiodes Brasiloensis, antibody||Não reagente
ADENOVIRUS, ANTICORPOS TOTAIS, soro - Adenovírus - Adenovírus||inferior a 0,80
ADENOVIRUS, ANTICORPOS TOTAIS, soro - Adenovírus IgM - Adenovírus IgM||inferior a 0,80
GLICOSE, urina - Período de coleta (horas) - Período de coleta (horas)||
GLICOSE, urina - Volume (mL) - Volume (mL)||
BETA 2 MICROGLOBULINA - Beta 2 Microglobulina, urina - Beta 2 Microglobulina, urina|mg/L|Até 0,250
HTLV, ANTICORPOS, soro - HTLV, Anticorpos - HTLV, Anticorpos||Não reagente
DISFIBRINOGENEMIA, PESQUISA, PLASMA - Disfibrinogenemia - Imunológico - Disfibrinogenemia - Imunológico|mg/dL|180 a 350
DISFIBRINOGENEMIA, PESQUISA, PLASMA - Disfibrinogenemia - Funcional - Disfibrinogenemia - Funcional|mg/dL|200 a 400
IMUNOFENOTIPAGEM PARA HEMOGLOBINURIA PAROXISTICA NOTURNA - Imunofenotip Hemoglobinuria -  Interpretação - Imunofenotip Hemoglobinuria -  Interpretação||
IMUNOFENOTIPAGEM PARA HEMOGLOBINURIA PAROXISTICA NOTURNA - Imunofenotip Hemoglobinuria -  Conclusão - Imunofenotip Hemoglobinuria -  Conclusão||
IMUNOFIXAÇÃO DE PROTEÍNAS URINÁRIAS, BENCE-JONES - Observação - Observação||
URINA TIPO I - Corpos cetônicos, urina - Corpos cetônicos, urina||negativa
URINA TIPO I - Leucócitos qualitativo, urina - Leucócitos qualitativo, urina|por campo|inferior a 10
URINA TIPO I - Eritrócitos qualitativo, urina - Eritrócitos qualitativo, urina|por campo|inferior a 10
URINA TIPO I - Bilirrubina, urina - Bilirrubina, urina||negativa
URINA TIPO I - Urobilinogênio, urina - Urobilinogênio, urina|mg/dL|inferior a 1,0
HEMOGRAMA, sangue total - Bastonetes - Bastonetes|/mm3|Até 860
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|21 a 163
LINFÓCITOS T SUPRESSORES, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|400 a 2300
ESTIMATIVA DA FILTRAÇÃO GLOMERULAR, soro - Creatinina - Creatinina|mg/dL|0,60 a 1,10
CARBOXI-HEMOGLOBINA, sangue total - Carboxihemoglobina, sangue total - Carboxihemoglobina, sangue total|%|Até 2,0
SEDIMENTO URINARIO - JATO MEDIO - Observação - Observação||
17-HIDROXI PREGNENOLONA, soro - 17-Hidroxi Pregnenolona - 17-Hidroxi Pregnenolona|ng/dL|
CADMIO, urina - Cadmio, urina - Cadmio, urina|microg/g creatinina|Até 2,0
ALUMÍNIO, urina - Alumínio, urina - Alumínio, urina|microg/g creatinina|inferior a 14
ARSENICO, urina - Arsenico, urina - Arsenico, urina|microg/g creatinina|Até 10,0
TOXOPLASMA, AVIDEZ DE ANTICORPOS IgG, soro - Toxoplasma, Avidez IgG - Toxoplasma, Avidez IgG|%|
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2221 a 5660
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2039 a 5384
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1925 a 5498
COLINESTERASE, soro - Colinesterase - Colinesterase|U/L|7000 a 19000
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2300 a 5801
PESQUISA DE MACROAMILASE, soro - Macroamilase - Macroamilase||Ausente
ANTICORPOS ANTIAQUAPORINA 4, soro - Aquaporina 4, anticorpos - Aquaporina 4, anticorpos||Não reagente
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2463 a 6093
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|19 a 42
URINA TIPO I - JATO FINAL - pH, urina - pH, urina||5,0 a 8,0
URINA TIPO I - JATO FINAL - Densidade, urina - Densidade, urina||1,010 a 1,030
URINA TIPO I - JATO FINAL - Proteínas, urina isolada - Proteínas, urina isolada|g/L|inferior a 0,10
URINA TIPO I - JATO FINAL - Glicose, urina isolada - Glicose, urina isolada|g/L|inferior a 0,3
URINA TIPO I - JATO FINAL - Corpos cetônicos, urina - Corpos cetônicos, urina|mg/dL|inferior a 5,0 (negativa)
URINA TIPO I - JATO FINAL - Bilirrubina, urina - Bilirrubina, urina|mg/dL|inferior a 1,0 (negativa)
URINA TIPO I - JATO FINAL - Urobilinogênio, urina - Urobilinogênio, urina|mg/dL|inferior a 1,0 (negativa)
URINA TIPO I - JATO FINAL - Leucócitos quantitativo, urina - Leucócitos quantitativo, urina||inferior a 20.000/mL
URINA TIPO I - JATO FINAL - Eritrócitos quantitativo, urina - Eritrócitos quantitativo, urina||inferior a 10.000/mL
URINA TIPO I - JATO FINAL - Aspecto, urina - Aspecto, urina||límpido
URINA TIPO I - JATO FINAL - Cor, urina - Cor, urina||
URINA TIPO I - JATO FINAL - Cilindros, urina - Cilindros, urina||
URINA TIPO I - JATO FINAL - Células Epiteliais, urina - Células Epiteliais, urina||
URINA TIPO I - JATO FINAL - Nitrito, urina - Nitrito, urina||negativa
TEMPO DE SANGRAMENTO DE IVY - TS-IVY - TS-IVY|segundo|2 minutos a 8 minuto
ACIDOS BILIARES TOTAIS, soro - Ácidos biliares totais - Ácidos biliares totais|micromol/L|igual ou inferior a 10,0
ANTICORPOS ANTI-21 HIDROXILASE, soro - Anti-21 Hidroxilase - Anti-21 Hidroxilase||Negativo
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2444 a 6184
HEMOGRAMA, sangue total - Bastonetes - Bastonetes|/mm3|Até 960
"IMUNOGLOBULINA ""A"" SECRETORA (IgAs) - IgA Secretora (IgAs) - IgA Secretora (IgAs)"|mg/dL|Superior a 1,7
RENINA, ATIVIDADE PLASMÁTICA - Observação - Observação||
PORFIRINAS, urina - Coproporfirinas I - Coproporfirinas I|microg/24h|inferior a 73
CORTISOL, soro - Cortisol - 16:00 - Cortisol - 16:00|microg/dL|6,0 a 18,4
CISTICERCOSE, ANTICORPOS, soro - Cisticercose, IgG - Cisticercose, IgG||Não reagente
ESTRADIOL, ULTRASENSÍVEL, soro - Estradiol - Ultrasensível - LC/MS/MS - Estradiol - Ultrasensível - LC/MS/MS|pg/mL|
PROPEPTIDEO AMINO TERMINAL DO PROCOLÁGENO TIPO I , soro - Observação - Observação||
TESTE DE SUPRESSÃO DO CORTISOL, APÓS 1 MG DE DEXAMETASONA, soro - Cortisol após dexametasona - Cortisol após dexametasona|microg/dL|
IgG, IMUNOGLOBULINA, soro - IgG, Imunoglobulina - IgG, Imunoglobulina|mg/dL|638 a 1453
IgM, IMUNOGLOBULINA, soro - IgM, Imunoglobulina - IgM, Imunoglobulina|mg/dL|41 a 200
Clostridioides (Clostridium) difficile, PESQUISA DE TOXINAS A e B - Observação - Observação||
CITOSOL HEPÁTICO TIPO 1, AUTO-ANTICORPOS, soro - Anti-LC 1, Auto-Anticorpos, Imunofluorescênci - Anti-LC 1, Auto-Anticorpos, Imunofluorescênci||Não reagente
CITOSOL HEPÁTICO TIPO 1, AUTO-ANTICORPOS, soro - Anti-LC 1, Auto-Anticorpos, Imunodifusão - Anti-LC 1, Auto-Anticorpos, Imunodifusão||Não reagente
LDL-COLESTEROL, soro - LDL-Colesterol - LDL-Colesterol|mg/dL|
VITAMINA B3 (ACIDO NICOTÍNICO), DOSAGEM, plasma - Vitamina B3, Ácido Nicotínico - Vitamina B3, Ácido Nicotínico|ng/mL|
GLUCORONATO DE 3 ALFA, 17 BETA ANDROSTENEDIOL, soro - Glucoronato 3 Alfa, 17 Beta Androstenediol - Glucoronato 3 Alfa, 17 Beta Androstenediol|ng/dL|11 a 249
PROVA DO LACO - Prova do Laço - Prova do Laço||NEGATIVA
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|nmol/L|19 a 362
SEDIMENTO URINARIO - Leucócitos quantitativo, urina - Leucócitos quantitativo, urina|g/L|inferior a 30.000/mL
SEDIMENTO URINARIO - Eritrócitos quantitativo, urina - Eritrócitos quantitativo, urina|g/L|inferior a 12.000/mL
SEDIMENTO URINARIO - Dismorfismo, urina - Dismorfismo, urina||Ausente
SEDIMENTO URINARIO - Células Epiteliais, urina - Células Epiteliais, urina||
TIROXINA (T4) LIVRE OBTIDA POR DIALISE - T4 Livre obtida por dialise - T4 Livre obtida por dialise|ng/dL|0,8 a 2,0
DETECÇÃO DE GENES blaKPC, blaNDM, blaOXA-48 e blaOXA-48-like - blaKPC - blaKPC||NEGATIVO
DETECÇÃO DE GENES blaKPC, blaNDM, blaOXA-48 e blaOXA-48-like - blaNDM - blaNDM||NEGATIVO
DETECÇÃO DE GENES blaKPC, blaNDM, blaOXA-48 e blaOXA-48-like - blaOXA-48/blaOXA-48-like - blaOXA-48/blaOXA-48-like||NEGATIVO
TESTE RÁPIDO PARA DETECÇÃO DE M. TUBERCULOSIS E RESISTÊNCIA À RIFAMPICINA - Mycobacterium tuberculosis PCR - Mycobacterium tuberculosis PCR||
TOXOPLASMA, AVIDEZ DE ANTICORPOS IgG, soro - Toxoplasma, Avidez IgG - Toxoplasma, Avidez IgG|%|Baixa Avidez: inferior a 30
RAPAMICINA(SIROLIMUS), sangue total - Rapamicina - Rapamicina|ng/mL|5,0 a 15,0
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|12 a 152
TRICHOMONAS VAGINALIS, DETECÇÃO DO DNA POR PCR - Trichomonas vaginalis - Trichomonas vaginalis||Indetectável
FOSFOLIPÍDEOS, soro - Fosfolipídeos, soro - Fosfolipídeos, soro|mg/dL|151 a 264
HEMOGRAMA, sangue total - Bastonetes - Bastonetes|/mm3|0 a 100
HEMOGRAMA, sangue total - Segmentados - Segmentados|/mm3|1.400 a 8.400
HEMOGRAMA, sangue total - Bastonetes - Bastonetes|/mm3|Até 1.340
HEMOGRAMA, sangue total - Segmentados - Segmentados|/mm3|1.000 a 8.500
IGE ESPECIFICO, TX7 - PÓLENS, soro - Rast - TX7 - Pólens - Rast - TX7 - Pólens|kU/L|inferior a 0,35
GAMA GLUTAMIL TRANSFERASE (GAMA-GT), soro - Gama-GT - Gama-GT|U/L|1 a 20
INIBINA B, soro - Inibina B - Inibina B|pg/mL|
QUANTIFICAÇÃO DE EPSTEIN-BARR VÍRUS (EBV) POR MÉTODO MOLECULAR - Epstein-Barr, Quantificação - Epstein-Barr, Quantificação|UI/mL|Indetectável
TESTOSTERONA, soro - Testosterona, massa - Testosterona, massa|ng/dL|Até 63
TESTE DE RESISTÊNCIA À PROTEÍNA C ATIVADA (RPCA), plasma - Teste de Resistencia Proteina C Ativada - Teste de Resistencia Proteina C Ativada||
TESTE DE RESISTÊNCIA À PROTEÍNA C ATIVADA (RPCA), plasma - RPCA - Conclusão - RPCA - Conclusão||
VITAMINA K, plasma - Vitamina K - Vitamina K|pg/mL|130 a 1500
URINA TIPO I - PRIMEIRO JATO - Dismorfismo, urina 1J - Dismorfismo, urina 1J|g/L|Ausente
IgG, IMUNOGLOBULINA, soro - IgG, Imunoglobulina - IgG, Imunoglobulina|mg/dL|598 a 1379
DESIDROGENASE LACTICA (DHL), soro - DHL - DHL|U/L|inferior a 580
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|22 a 153
EXAME DE URINA POR SONDAGEM VESICAL - Observação - Observação||
EXAME DE URINA POR SONDAGEM VESICAL - Outros - Urina I - Outros - Urina I||
SEDIMENTO URINARIO - PRIMEIRO JATO - Eritrócitos quantitativo, urina 1J - Eritrócitos quantitativo, urina 1J|g/L|inferior a 12.000/mL
SEDIMENTO URINARIO - PRIMEIRO JATO - Leucócitos quantitativo, urina 1J - Leucócitos quantitativo, urina 1J|g/L|inferior a 30.000/mL
SEDIMENTO URINARIO - PRIMEIRO JATO - Outros - Urina I - Outros - Urina I||
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|nmol/L|17 a 77
HEMOGRAMA, sangue total - Leucócitos - Leucócitos|/mm3|5.000 a 12.000
CITOMEGALOVIRUS, AVIDEZ DE ANTICORPOS IgG, soro - CMV, Avidez IgG - CMV, Avidez IgG|%|
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|320 a 900
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|52 a 280
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|17 a 68
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|Menor ou igual a 106
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1926 a 5487
ANTICORPOS CONTRA ANTIGENOS INALATORIOS E ALIMENTOS INFANTIS, soro - Rast - Alimentos infantis - Rast - Alimentos infantis|kU/L|inferior a 0,35
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|370 a 1280
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|106 a 610
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|23 a 196
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|4 a 230
EOSINOFILOS pesquisa nas fezes - Eosinófilos, fezes - Eosinófilos, fezes||
NICOTINA E METABOLITOS, soro - Nicotina - Nicotina|ng/mL|inferior a 3,0
NICOTINA E METABOLITOS, soro - Cotinina - Cotinina|ng/mL|inferior a 3,0
HEMOGRAMA AUTOMATIZADO, sangue total - Fração Imatura de Plaquetas - Fração Imatura de Plaquetas|%|1,1 a 6,8
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|19 a 406
HEMOGRAMA, sangue total - Bastonetes - Bastonetes|/mm3|Até 760
COENZIMA Q10, DOSAGEM, plasma - Coenzima Q10 - Coenzima Q10|microg/L|320 a 1558
HISTOPLASMA, ANTICORPOS TOTAIS, soro - Histoplasma, Banda M - Histoplasma, Banda M||Negativa
HISTOPLASMA, ANTICORPOS TOTAIS, soro - Histoplasma, Banda H - Histoplasma, Banda H||Negativa
CATECOLAMINAS URINARIAS, urina isolada - Noradrenalina, urina isolada - Noradrenalina, urina isolada|mg/g creatinina|inferior a 110
CATECOLAMINAS URINARIAS, urina isolada - Adrenalina, urina isolada - Adrenalina, urina isolada|mg/g creatinina|inferior a 44
CATECOLAMINAS URINARIAS, urina isolada - Dopamina, urina isolada - Dopamina, urina isolada|mg/g creatinina|inferior a 350
QUANTIFICAÇÃO DA MUTAÇÃO p.V617F DO GENE JAK2 - JAK2, Detecção da mutação V617F - JAK2, Detecção da mutação V617F|UI/mL|
BICARBONATO, sangue venoso - pH venoso - pH venoso||7,33 a 7,43
BICARBONATO, sangue venoso - HCO3 venoso - HCO3 venoso|mmol/L|23 a 27
ATIVIDADE DO FATOR XII DA COAGULACAO, plasma - Fator XII - Fator XII|%|50 a 150
HEMOGRAMA, sangue total - Plasmócitos - Plasmócitos|/mm3|0
HEMOGRAMA, sangue total - Plasmócitos (%) - Plasmócitos (%)||
INSULINA LIVRE - Insulina livre - Insulina livre|mIU/mL|1,5 a 14,9
TESTE DE AVALIAÇÃO DA FUNÇÃO PLAQUETÁRIA, sangue total  - Função plaq - tp. oclusão (Colág./Epinefrina) - Função plaq - tp. oclusão (Colág./Epinefrina)|segundos|81 a 165
TESTE DE AVALIAÇÃO DA FUNÇÃO PLAQUETÁRIA, sangue total  - Função plaq - tp. oclusão (Colágeno/ADP) - Função plaq - tp. oclusão (Colágeno/ADP)|segundos|57 a 111
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|8 a 87
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|47 a 120
FENITOINA, soro - Fenitoína - Fenitoína|microgramas/mL|10 a 20
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|507 a 1496
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|303 a 1008
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Relação CD4+/CD8+ - Relação CD4+/CD8+||0,9 a 2,6
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T - Linfócitos T|/mm3|1035 a 2333
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos B - Linfócitos B|/mm3|140 a 950
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|90 a 600
STRONGYLOIDES STERCORALIS, ANTICORPO IgG, soro - Strongyloides Stercoralis, IgG - Strongyloides Stercoralis, IgG||Negativo
"PROTEINA TRANSPORTADORA DE RETINOL (""RBP"") - RBP - RBP"|mg/L|Até 0,40
OSMOLALIDADE, urina - Osmolalidade, urina - Osmolalidade, urina|mOsm/Kg|
METANEFRINAS, urina - Observação - Observação||
ANTICORPOS IGE ESPECIFICO, CORANTE VERMELHO CARMIN , soro - Rast - Corante Vermelho Carmin - Rast - Corante Vermelho Carmin|kU/L|inferior a 0,35
